Entrez_ID	Gene	ESC_RPKM	EB_RPKM
68653	Samm50	17.619143	22.979143
68655	Fndc1	0.007143	0
68659	1110032E23Rik	4.918857	0.653143
68662	Scgb3a1	0.032000	0
68666	Svop	0.096857	0.761714
68667	Trpm4	3.475429	1.538857
68668	Klk5	0.076000	0.081714
68671	Pcyt2	9.360000	18.839714
68673	1110033F04Rik	0	0
68678	Smtnl1	0.474286	0.144000
68680	1110028A07Rik	0.185714	0.181714
68682	Slc44a2	24.496000	35.050571
68691	1110028C15Rik	1.293429	2.628000
68693	Hnrpul2	41.508857	36.891714
68694	1110031B11Rik	0	0.009429
68695	Hddc3	13.464857	35.280571
68701	Dysfip1	0.245143	2.108286
68703	Rere	16.347429	35.865429
68705	Gtf2f2	84.037143	146.506286
68708	Rabl2a	8.374286	23.782000
68709	Cilp2	0.766571	0.049429
68713	Ifitm1	253.696000	435.807143
68718	Rnf166	4.574857	6.241429
68720	Sprrl5	0	0.010571
68721	1110032A03Rik	5.029429	26.768571
68724	Arl8a	37.007429	63.605143
68728	Trp53inp2	3.942286	13.293714
68729	Trim37	9.054286	5.991143
68730	Dus1l	115.892000	107.666286
68731	1110032A13Rik	101.065714	64.678857
68732	Lrrc16	4.248571	10.314571
68734	Smek1	25.758286	26.552571
68735	Mrps18c	1046.675143	1974.840571
68736	1110034B05Rik	48.739143	68.731143
68737	Angel1	2.630857	2.434286
68738	Acss1	1.943143	0.435429
68742	1110032O16Rik	4.798286	11.868000
68743	Anln	9.991429	3.937143
68744	Zfp740	3.269714	2.465429
68750	Rreb1	1.050000	3.724286
68753	Mybphl	0.006000	0.005429
68755	Cgrrf1	0.413143	5.035429
68758	Abhd11	47.023714	32.264286
68760	Synpo2l	2.061143	0.821143
68764	1110049B09Rik	0	0.002286
68767	ORF19	14.546286	31.127429
68768	1110054P19Rik	0	0
68770	Phtf2	13.592857	11.093429
68774	Ms4a6d	0.015143	0
68775	Atp6v1c2	0.270857	0.050286
68776	Taf11	46.170000	70.432286
68777	Tmem53	2.554857	1.670286
68778	1110038D17Rik	6.868286	22.886000
68792	Srpx2	0.030857	0.125429
68794	Flnc	12.644286	12.516286
68795	Zfp650	13.777714	12.757143
68796	1110039B18Rik	57.076571	73.661429
68797	Pdgfrl	1.414000	0.496857
68799	Rgmb	1.903143	3.835714
68801	Elovl5	39.740286	107.014571
68810	Nexn	1.591143	0.921143
68813	Dock5	0.832857	0.082857
68815	Btbd10	21.990286	21.819143
68816	Ppil1	46.293429	88.518000
68817	Ddi2	7.898286	6.674000
68818	Zfand2b	24.521429	42.170857
68828	Sync	0.349143	0.166571
68832	1110057K04Rik	12.726571	30.078000
68833	Pdcl3	173.402857	211.554000
68836	Mrpl52	420.628571	878.347714
68837	Foxk2	63.841429	77.112857
68839	Ankrd46	30.123429	53.494571
68842	Tulp4	0.998286	1.398857
68845	Pih1d1	19.093429	61.003143
68846	1110061N23Rik	0.864000	0.391714
68852	1110067I12Rik	0.049429	0.026857
68854	Asb11	0	0
68857	Dtwd2	3.621143	4.074000
68861	1190002N15Rik	8.370857	6.680857
68865	Arv1	8.713714	19.222571
68867	Rnf122	1.911714	10.736857
68870	1190002A17Rik	1.376286	5.288000
68874	1190002J23Rik	0.747714	2.130857
68875	Tmcc2	2.786000	4.872000
68876	Xrcc6bp1	4.367429	7.181429
68877	Maf1	14.509714	40.539143
68879	Prpf6	116.388286	151.030286
68888	1190003M12Rik	0	0
68889	Phgdhl1	15.924286	21.163429
68891	Cd177	0.505429	0.562286
68895	Rasl11a	0.142000	0.956000
68904	Abhd13	22.454571	24.378000
68910	Zfp467	0.034857	1.856000
68911	Pygo2	13.266000	29.359143
68915	Vars2	1.765143	2.782286
68916	Cdkal1	41.361714	29.164000
68917	Hint2	9.261714	27.802286
68918	1190005I06Rik	7.616286	2.279143
68922	Dnaic1	0.631143	1.876286
68925	Rpap1	23.411429	18.028000
68926	Ubap2	45.269143	40.183429
68927	Ptcd2	29.814571	44.778857
68929	Mospd3	5.676000	6.712571
68936	1190017O12Rik	51.851143	117.100000
68938	Aspscr1	128.898286	122.019143
68939	Rasl11b	1.426286	5.188857
68942	Chmp2b	22.727429	100.990857
68943	Pink1	3.346000	9.553714
68944	Tmco1	27.706000	42.101429
68947	Chst8	0.033714	0.064571
68948	1500011H22Rik	16.881429	66.692857
68949	1500012F01Rik	188.168571	318.555143
68953	Chmp2a	550.459143	899.493714
68955	1500001A10Rik	0.068000	0.147714
68957	Paqr6	0	0
68961	Phkg2	15.748000	21.394571
68964	1500010J02Rik	81.296000	75.284000
68966	Ngdn	104.005714	113.374857
68968	Cdan1	0.359429	1.377714
68969	Eif1b	11.266571	51.474286
68970	Wdr40a	35.041429	64.905714
68971	1500001M20Rik	90.616571	123.896857
68975	Crsp8	17.102857	30.888857
68977	Haghl	11.884857	30.335143
68979	Nol11	117.573429	128.694286
68980	Wdr53	9.668857	17.388286
68981	Snrpa1	152.195429	210.767714
68988	Prpf31	63.844857	121.379714
68991	Ssu72	379.816000	548.369143
68995	Mcts1	24.592571	59.868571
68999	Anapc10	43.100857	40.054857
69008	Cab39l	10.629429	20.764000
69009	Thap7	11.294857	17.524571
69010	Anapc13	357.526000	816.570857
69019	Spcs1	66.292857	134.987429
69020	Zfp707	5.214000	3.689429
69024	Snx15	6.610857	17.929429
69028	Mitd1	52.003714	81.405143
69029	1500032L24Rik	341.899143	600.457429
69032	Lyzl4	0.128571	0.006857
69035	Zdhhc3	11.528571	38.505429
69036	1810010M01Rik	0.088857	0
69046	Isca1	17.955714	48.101143
69047	Atp2c2	0.007143	0.005143
69048	Slc30a5	23.354857	38.796857
69049	Cml5	0.015714	0.038857
69051	Pycr2	59.431143	36.546857
69053	1810013L24Rik	19.400286	12.894286
69060	Pnlip	0.040571	0.020571
69064	1810014F10Rik	2.087143	3.416000
69065	Chac1	7.717143	1.046286
69068	1810011O10Rik	1.747429	3.323714
69071	Tmem97	80.948000	119.732857
69072	Ebna1bp2	153.479714	225.406000
69073	1810019J16Rik	2.994000	2.922571
69076	Triap1	14.020000	34.797143
69077	Psmd11	65.400286	105.085714
69080	Gmppa	30.819143	27.694286
69082	Zc3h15	104.995143	153.945714
69083	Sult1c2	0	0
69085	Zcchc9	36.692286	56.362857
69089	Oxa1l	58.480571	114.321714
69090	Ascc1	23.380571	26.232000
69091	Vps26b	40.891714	83.071714
69094	Tmem160	25.830571	26.608857
69097	Trim15	0	0.007429
69101	1810015A11Rik	4.919429	3.860000
69104	5-Mar	1.372000	4.633714
69106	Stoml1	14.172286	7.877143
69109	1810009O10Rik	61.876571	73.667143
69113	Alkbh3	54.676571	53.056286
69117	Adh6a	0.018286	0.364286
69121	Chrdl2	0	0.044286
69123	1810022C23Rik	0.267143	1.614571
69125	Cnot8	133.768857	147.947714
69126	1810022K09Rik	781.035429	1048.932571
69129	Pex11c	0.972571	1.469143
69131	Crkrs	47.044857	35.667143
69134	2200001I15Rik	94.195714	0.451143
69136	Tusc1	0.253714	0.739714
69137	2200002K05Rik	0.753429	0.056857
69146	Gsdmdc1	4.772000	0.970571
69147	2200002J24Rik	0	0.011143
69149	Kbtbd3	1.116857	6.398857
69150	Snx4	10.622000	13.664857
69151	Lzic	11.120571	18.983714
69155	1810030O07Rik	21.807429	24.824000
69156	Comtd1	4.755714	4.414000
69159	Rhebl1	39.222000	42.242286
69161	Manbal	24.056286	58.243429
69163	Mrpl44	31.693429	35.760000
69165	Cd209b	0.190000	0.044286
69168	Bola1	130.304286	205.171714
69169	Faim3	0.007714	0
69171	1810031K17Rik	5.424286	24.059429
69178	Snx5	398.061714	550.291143
69179	Tmem110	3.778286	8.250857
69181	Dyrk2	11.929143	32.394000
69183	C1qtnf2	0.012857	0
69185	Dtwd1	46.169714	93.212857
69186	1810027O10Rik	49.595429	118.012286
69187	1810033M07Rik	0.029714	0.007143
69189	1810033B17Rik	0.028286	0
69190	Dym	11.229714	14.819429
69191	Pdia2	0.004286	0.007714
69192	Dhx16	68.044571	21.680000
69195	Tmem121	1.939143	1.382571
69202	Ptms	172.502000	453.300857
69207	Sfrs11	45.906857	33.167429
69215	Sat2	4.836286	7.571429
69216	Ccdc23	135.777143	133.208286
69217	Plekha4	0.900000	0.264000
69219	Ddah1	14.543714	6.120000
69225	0710008K08Rik	11.250000	26.882571
69226	Snx24	0.664571	2.323143
69227	2810407C02Rik	104.229429	145.578857
69232	Qrich1	81.723714	143.566857
69234	Zfp688	28.405143	36.563429
69237	Gtpbp4	320.837143	238.372571
69239	2610034M16Rik	0.027429	0.014286
69241	Polr2d	116.882857	190.332286
69253	Hspb2	23.877429	40.829429
69256	Zfp397	2.312000	5.421429
69257	Elf2	54.690571	116.222857
69259	Kctd5	77.038571	113.858000
69260	Ing2	37.328000	64.562857
69263	Rfc3	51.624000	142.810000
69269	Scnm1	70.045143	103.447714
69274	Ctdspl	0.494571	1.231714
69276	Tloc1	14.242857	13.305429
69277	3300002I08Rik	0.043429	0.477143
69281	Spata4	0	0
69282	1700001J03Rik	0	0
69287	Odf3	0.022286	0
69288	Rhobtb1	0.226857	2.365143
69294	Cst13	0.096000	0
69297	Lrrc46	0.392857	1.265429
69299	Asb9	0	0
69305	Dcps	183.660286	220.034571
69306	1700007I06Rik	0.371714	0.737429
69307	Pxt1	1.331143	0.322857
69309	Slc16a13	2.670571	4.420286
69310	Pacrg	0.052857	0.556286
69312	4930418G15Rik	0.023714	0.040571
69317	Hmgb4	0.013714	0
69318	1700007K09Rik	0	0
69325	1700012B09Rik	0.011143	0
69327	1700007K13Rik	18.978000	26.687143
69329	1700003M02Rik	0	0
69339	Ccdc54	0.013143	0
69352	Efcbp1	0.648286	0.015143
69354	Slc38a4	57.498857	125.199429
69361	Cypt3	0.062286	0
69363	Spaca4	0	0
69367	Glrx2	35.379429	33.415143
69368	Wdfy1	23.130000	16.669429
69376	Zpbp2	0	0
69379	C8g	0.090571	0.662571
69380	1700013G24Rik	0	0
69386	Hist1h4h	52.086000	9.984000
69387	Dnajb13	1.909714	4.290286
69396	1700018F24Rik	0.015143	0
69398	1700021K14Rik	0	0
69399	1700025G04Rik	16.560286	46.837714
69408	Dnajc17	1.366857	2.713429
69416	1700025F22Rik	0	0
69423	1700019M22Rik	0	0
69428	1700016C15Rik	0.010000	0
69440	1700027J05Rik	1.173714	1.726857
69444	Lyzl6	0	0
69454	Clic3	0.018857	0.008571
69456	Commd10	200.705143	112.061143
69457	2310005G13Rik	0.010857	0
69459	Ubl7	23.084000	37.803429
69462	2300005B03Rik	0	0
69464	2300006N05Rik	0	0
69469	Tmco2	0	0
69470	Tmem127	2.854000	8.562857
69479	1700029J07Rik	0.024857	0.018000
69480	Ttc9	0.084857	0.096857
69481	1700029I08Rik	0.035714	0.050571
69482	Nup35	9.384286	13.376286
69487	2310003L22Rik	7.216857	13.165143
69499	Tsr2	3.663714	4.676857
69501	Etd	0.035429	0.014000
69519	Rwdd2	1.578286	0.374000
69520	2310002A05Rik	0.012286	0
69524	Esam1	0.340286	0.219714
69527	Mrps9	24.253714	18.667714
69528	1700030J22Rik	0.824000	0.865143
69533	2310002B14Rik	0	0
69534	Avpi1	5.134000	3.301714
69536	Hemk1	17.455714	24.003714
69537	Dnase1l1	1.180857	2.621143
69538	Antxr1	0.734857	6.652857
69539	2300002D11Rik	0.385714	0.785714
69540	Klk10	5.078000	0.102286
69541	2300002O18Rik	0.009429	0
69542	2300002M23Rik	0.022571	0.032571
69544	Wdr5b	1.242857	2.884286
69546	Mapk1ip1	14.929714	12.958286
69549	2310009B15Rik	7.128000	16.261429
69550	Bst2	121.231143	226.901714
69551	2310022B05Rik	6.634000	23.788857
69553	2310033K02Rik	0.027429	4.093143
69554	Klhdc2	28.553714	104.847429
69556	2310022M17Rik	56.456571	103.948857
69562	Cdc2l5	29.816000	33.367143
69564	Itgb1bp3	0.006000	0
69568	Vkorc1l1	1.578857	4.237429
69572	Mfsd3	4.341143	4.465429
69573	2310016C08Rik	4.820857	15.973143
69574	Cmbl	0	0
69577	Fastkd3	16.617143	26.001714
69581	Rhou	13.360571	21.866286
69583	Tnfsf13	2.761429	0.576571
69585	Hfe2	0.541429	0.145714
69587	Pcgf3	52.561429	41.096286
69590	2310016C16Rik	38.000000	79.608000
69592	Odam	0	0.006571
69596	2310035K24Rik	0.302286	1.281429
69597	Afg3l2	5.945143	3.522571
69601	Dab2ip	19.258571	19.773714
69602	Otop3	0.003143	0.014286
69605	Lnp	5.953143	11.615429
69606	Mtfmt	4.996571	3.796571
69608	Sec24d	2.256857	0.514286
69611	Sprrl7	0	0
69612	2310037I24Rik	106.319143	65.805143
69617	Pitrm1	85.521714	113.324000
69627	2310031A18Rik	0.276286	0.362286
69632	Arhgef12	2.521714	2.046857
69634	Clybl	21.316571	49.816857
69635	Dapk1	4.153429	10.954857
69639	Exosc8	614.717143	634.557143
69640	2310040C09Rik	2.149429	1.564286
69641	Wdr20a	28.183143	28.956857
69654	Dctn2	123.421429	275.363429
69655	Cd164l2	0.862571	0.425143
69656	Pir	18.078857	27.580286
69660	Tmbim1	64.605714	33.548000
69662	2310061I04Rik	24.792000	22.407714
69663	Ddx51	11.832286	25.623143
69664	2310043L02Rik	0.007429	0
69666	2310047M15Rik	23.955429	56.646286
69668	Ccdc115	12.537143	29.792857
69672	2310047H23Rik	32.572286	45.191714
69674	Mif4gd	39.421714	15.375143
69675	Pxdn	4.946286	11.665714
69677	Il1f8	0.006286	0
69683	2310044H10Rik	87.614571	106.238000
69684	Aarsd1	75.829143	78.990286
69692	Hddc2	79.614000	179.841143
69693	Pof1b	0.733429	0.071714
69694	Tatdn1	11.032286	28.532857
69696	2310057N15Rik	0	0
69697	2310057J16Rik	13.479143	10.239714
69698	2310046K01Rik	0.246286	0.040000
69702	Ndufaf1	57.933429	62.172571
69706	Ppil5	7.413714	8.383429
69707	Iqcg	14.250286	7.945143
69710	Centd2	2.269714	3.155714
69713	Pin4	223.802571	282.502000
69714	Tfpt	28.050571	46.994000
69716	Trip13	43.176000	95.972286
69718	Ipmk	21.837143	18.504000
69719	Cad	33.364286	55.960000
69721	Nkiras1	6.348857	11.932000
69723	Rpain	55.838286	62.457714
69724	Rnaseh2a	60.264571	72.833143
69726	Smyd3	15.385143	11.933143
69727	Usp46	10.934571	11.139714
69731	Gemin7	75.461143	77.905714
69736	Nup37	63.599714	133.062571
69737	Ttl	14.912000	12.886571
69740	Dph5	54.976286	56.250286
69742	Tm2d2	33.500000	59.452571
69743	Casz1	0.365143	0.032000
69745	Pold4	6.775714	17.936286
69748	Aldh16a1	17.069143	24.214000
69754	Fbxo7	11.232000	10.483429
69757	Leng1	7.467143	8.039429
69761	1600015I10Rik	0.011429	0.014286
69769	Tnfaip8l2	0.461143	0
69770	1600002K03Rik	1.595429	4.324286
69772	Bdh2	8.526000	1.758857
69773	1810026J23Rik	11.977429	24.961429
69774	Ms4a6b	0	0
69780	Smap1l	2.890000	10.115143
69785	Ceacam13	0.007429	0
69786	Tprkb	24.437429	58.013429
69787	Anxa13	0.030571	0.105714
69790	Thrap6	88.442286	110.367429
69792	Med6	167.527714	224.180000
69802	Cox11	16.591714	19.144571
69804	Tmem147	20.368857	54.132571
69806	Slc39a11	6.105714	5.750286
69807	Trim32	8.146000	30.118000
69810	Clec4b1	0	0
69814	Prss32	0.086286	0.152857
69815	Krtcap3	4.438000	17.307714
69816	2010001M09Rik	0.075429	0.007429
69821	Mterfd2	9.677429	12.106000
69823	Fyttd1	25.826857	18.546286
69824	2010001H14Rik	8.428286	0.261429
69826	Ms4a10	0.042857	0
69833	Polr2f	535.802571	911.894857
69834	Rab43	0.463429	0.903429
69836	Pla2g12b	0.091714	0.248857
69837	Pcgf1	9.830286	13.705429
69847	Wnk4	0.182000	3.048571
69852	Tcf23	0.049429	0.042571
69860	2010003J03Rik	78.083143	99.134286
69861	2010003K11Rik	0	0.011714
69863	1810054D07Rik	16.222571	0.629714
69864	1810065E05Rik	0.018286	0.007429
69865	1810073H04Rik	0.004857	0.003429
69870	Polr3gl	12.783714	5.333714
69871	2010007H12Rik	2.659143	9.568000
69876	Thap3	5.603143	14.447143
69882	2010321M09Rik	11.562571	27.232286
69885	2610002D18Rik	4.358857	4.914857
69888	Cyp2c66	0.068000	0
69890	Zfp219	85.067714	32.551714
69893	2010305A19Rik	4.674000	9.028571
69894	2010107G23Rik	7.075429	11.722000
69900	Mfsd11	2.111429	6.223143
69902	Mrto4	83.349429	118.836857
69903	Rasip1	2.088857	0.922000
69906	Slc25a32	12.002286	8.430000
69908	Rab3b	3.603429	3.027714
69912	Nup43	84.966571	98.947714
69917	Obfc2b	30.514286	143.338286
69920	Polr2i	203.350000	264.740286
69922	Vrk2	24.623429	34.288000
69923	Agk	2.305143	1.542000
69928	Apitd1	8.003429	15.851143
69930	Zfp715	7.844571	11.797714
69934	Rg9mtd3	14.855143	15.932857
69938	Scrn1	3.896857	1.387429
69940	Exoc1	9.866571	8.056857
69942	Rnf113a1	4.223143	8.917429
69944	2810021J22Rik	3.860286	3.872000
69955	Fars2	21.061143	18.580571
69956	Ptcd3	288.173143	204.492857
69957	Cdc16	124.478000	218.381143
69961	2810432D09Rik	12.714857	19.509714
69962	2810422O20Rik	8.832286	9.289714
69976	Galk2	9.565143	21.319714
69981	Tmem30a	74.767143	92.073143
69982	Spink2	0	0
69983	2010204N08Rik	0.006286	0.002286
69987	1700026L06Rik	0.204571	1.060286
69993	Chn2	0.906857	0.481143
70005	1700029I01Rik	0.973143	0.044571
70008	Ace2	0.010857	0.002000
70012	Ccdc21	93.854571	73.428857
70020	Znhit4	32.120571	87.089143
70021	Nt5dc2	160.680286	353.398286
70024	Mcm10	16.832286	17.360857
70025	Acot7	42.594000	17.154857
70026	Bzrpl1	0.050286	0.014571
70028	Dopey2	0.976000	0.412286
70031	Cmtm8	3.915429	17.432857
70044	Tut1	3.979429	2.715143
70047	Trnt1	131.404857	197.070286
70052	Prpf4	26.274286	39.647714
70059	Degs2	0.006000	0
70060	Spata3	0.008857	0
70061	Sdro	0	0
70069	H1fnt	0	0.074286
70073	Zdhhc25	0.040857	0.044857
70078	Nol7	91.171714	109.665143
70080	2210010C17Rik	0.609714	0.027714
70082	Lysmd2	5.071143	22.455429
70083	Metrn	12.721429	18.422286
70086	Cysltr2	0.014000	0
70088	2310005N01Rik	11.274857	31.466857
70093	Ube2q1	106.558857	143.865143
70097	Sash1	6.535143	4.644286
70099	Smc4	329.388571	369.914857
70101	Cyp4f16	1.384000	2.480571
70103	Znhit1	149.890857	148.930857
70110	Ifi35	24.977714	16.700000
70113	2010001J22Rik	0.086857	0.138000
70118	2810002G02Rik	7.929714	13.158286
70120	Yars2	78.674571	110.360000
70122	Mllt3	7.182000	12.498286
70127	Dpf3	0.134286	6.894857
70129	Slc44a4	4.465429	1.288857
70144	Lrch3	5.219143	7.412286
70152	Mettl7a	0.785429	0.985429
70155	Ogfrl1	9.768000	14.639429
70160	Vps36	35.596857	55.449714
70163	2210415F13Rik	0	0
70166	Lipn	0.132857	0.055143
70178	2210412D01Rik	10.512000	20.153143
70186	2310056P07Rik	488.591429	880.869714
70202	2310051M13Rik	0.058000	0
70207	Ccdc44	50.402286	87.724286
70208	Crsp3	21.880286	30.079714
70209	Tmem143	4.049429	8.337143
70218	3000004C01Rik	39.758286	64.594857
70223	Nars	184.687429	170.334286
70225	Ppil3	23.646571	72.929714
70227	3000002G13Rik	0.031143	0.042000
70231	Gorasp2	34.599714	42.311143
70233	Cd2bp2	69.464286	91.305429
70235	Wdr51a	12.742000	22.044286
70237	Bhlhb9	9.740571	33.157714
70238	Rnf168	31.704286	42.881714
70239	Gtf3c5	20.451143	47.191143
70240	2700038N03Rik	7.896857	13.150000
70247	Psmd1	28.428286	27.742286
70248	Dazap1	123.276286	158.105714
70257	2010107E04Rik	226.515714	830.937429
70261	2010110P09Rik	0.048286	0.012857
70266	Ccbl1	1.418000	2.066571
70274	Ly6g6e	2.882857	0.080286
70285	Bxdc5	240.145429	262.143714
70291	2510049J12Rik	0	0.066286
70292	2600003E23Rik	4.786571	4.442000
70294	Rnf126	58.148857	79.624000
70296	Tbc1d13	17.856286	20.906286
70297	Gcc2	5.433143	7.732286
70300	Fuz	4.157429	12.378571
70310	Plscr3	10.046571	23.785714
70312	2510012J08Rik	4.630571	5.339429
70314	Rabep2	5.118000	4.819714
70315	Hdac8	4.396286	10.471714
70316	Ndufab1	10.194000	26.157429
70317	2600005N12Rik	7.821429	25.960286
70325	Pigw	2.522857	11.319143
70333	Cd3eap	34.960857	37.258857
70335	Reep6	22.809429	5.398571
70337	Iyd	0.004857	0.041714
70348	2610018I03Rik	3.608000	6.249714
70349	Copb1	97.587429	152.011429
70350	Basp1	202.528571	351.275143
70351	Ppp4r1	36.653714	57.453429
70354	3110001I20Rik	1.137714	0.695714
70355	Gprc5c	5.788286	22.644286
70356	St13	530.015429	716.261714
70357	Kcnip1	0.004286	0
70358	Steap1	22.791429	6.610857
70359	Gtpbp3	18.461143	22.035714
70361	Lman1	23.552857	37.010571
70369	Bag5	22.793714	48.165714
70370	1600015H20Rik	0.118857	0.136571
70373	1700020O03Rik	8.151714	13.877143
70375	Ica1l	0.141714	0.012000
70377	Derl3	0.177429	0.189714
70380	Mospd1	4.814286	23.966857
70381	2210010N04Rik	4.031429	4.051143
70382	Kctd2	16.606286	30.454286
70383	Cox10	37.973143	49.410286
70385	Ccdc99	27.940571	21.593143
70387	Ttc9c	67.917714	105.107429
70392	Asb12	0.006000	1.546286
70394	Kptn	1.492857	4.929143
70396	Asnsd1	37.608571	60.873429
70397	Tmem70	6.913429	15.311714
70405	Calml3	0.051714	0.263714
70408	Polr3f	6.374571	12.219143
70415	2610018G03Rik	10.646571	30.587143
70417	Megf10	0.026000	0.002286
70419	2810408A11Rik	10.992000	21.599429
70420	2610034B18Rik	0.727143	5.038286
70422	Ints2	63.292571	58.910000
70423	Tspan15	1.294857	1.058857
70425	Csnk1g3	1.856000	2.538857
70426	Tekt5	0.004286	0.003714
70427	Mier2	18.226000	21.257143
70428	Polr3b	20.952000	17.728286
70430	Tbce	35.196571	54.287143
70432	Rufy2	16.849143	33.496571
70433	2610109H07Rik	0.052286	0.228000
70435	2610204M08Rik	1.786000	10.785143
70439	Taf15	64.560571	57.328857
70445	Cd248	2.178286	2.422286
70450	Unc13d	5.166286	0.342857
70451	Dhrs13	8.673429	8.070000
70454	Cenpl	2.400000	4.203429
70456	Brp44	46.285714	69.256286
70458	2610318N02Rik	14.195714	28.318857
70461	Crtc3	0.205714	1.225143
70465	Wdr77	28.440000	40.677714
70466	Ckap2l	45.868000	97.210571
70470	2610304G08Rik	6.354571	22.218857
70472	Atad2	24.299714	19.677714
70478	Mipep	2.257714	4.176857
70481	Pnma1	0.081143	0.385143
70484	Slc35d2	4.755429	3.616286
70495	Atp6ap2	38.816286	61.659714
70497	Arhgap17	4.428000	13.645429
70503	Ddo	0.003143	0
70508	Bbx	86.800571	96.769143
70510	Rnf167	120.459429	155.013714
70511	5730409G15Rik	27.569714	26.620000
70527	Stambp	4.310286	8.032857
70530	Lrfn2	0.016571	0
70533	Btf3l4	3.066000	5.339143
70536	Qpct	1.328000	0.173143
70544	5730437N04Rik	199.993714	382.476000
70546	Zdhhc2	8.895429	27.510857
70549	Tln2	2.663714	3.047714
70551	Tmtc4	7.046000	9.587143
70552	Lrrc56	1.113714	3.373143
70556	Slc25a33	9.415429	6.518571
70559	5730442P18Rik	0.133143	0.450286
70560	Wars2	0.980571	1.705429
70561	5730420B22Rik	0.274571	0.548286
70564	5730469M10Rik	88.950857	168.422286
70567	5730455O13Rik	7.846571	4.034857
70568	Cpne3	16.512000	11.608857
70571	Tcerg1l	0.101429	0.444571
70572	Ranbp5	63.690857	74.076571
70573	Tbccd1	26.295429	26.095429
70574	Cpm	0.222286	4.050571
70575	Gfod2	0.829143	2.775429
70579	Zc3h11a	24.748000	23.051143
70584	Pak4	33.444571	27.229143
70591	5730455P16Rik	15.654286	25.300286
70598	Filip1	0.052000	0.081143
70599	Ssfa2	5.109429	4.470000
70601	Ecd	60.340571	103.278857
70603	Mutyh	46.898000	41.464571
70605	Zdhhc24	2.755143	7.355714
70611	Fbxo33	18.464857	16.216857
70612	5730494N06Rik	2.324571	7.124571
70615	Ankrd24	2.642000	2.337429
70616	Sf4	67.339143	84.827429
70617	5730508B09Rik	0.690286	0.372286
70620	Ube2v2	1.520857	2.035429
70625	Crsp7	18.123429	18.913714
70638	5730507A09Rik	0.012286	0
70640	Dcp2	40.915714	29.862000
70645	Oip5	20.612571	39.890000
70646	Nat12	12.129429	16.129429
70650	Zcchc8	145.794857	129.187429
70652	Tmem144	2.257714	5.822000
70661	BC033915	3.089143	7.437714
70673	Prdm16	0.161143	0.022286
70675	Vcpip1	2.770000	2.958571
70676	Gulp1	2.723429	18.468857
70681	Ccdc98	23.478857	29.009143
70686	Dusp16	14.664857	10.164286
70691	3830403N18Rik	0	0.265143
70696	3830417A13Rik	13.042857	4.213429
70701	Npal1	0.056000	0.069143
70717	6330406I15Rik	0.011143	0
70719	Hmha1	6.817714	8.372857
70726	Angptl6	8.663714	5.191429
70729	Nos1ap	0.028286	0.352857
70737	Cgn	5.834000	0.836571
70747	Tspan2	12.770286	15.727143
70750	Fvt1	11.862571	13.988286
70757	Ptplb	3.749714	8.155143
70762	Dcamkl2	7.070857	0.863714
70767	Prpf3	8.767714	7.191429
70769	Nolc1	29.909714	33.857429
70771	Gpr173	0.213714	0.522000
70772	Ggnbp1	4.193143	0.672286
70779	Prdm5	47.120857	21.242000
70784	Rasl12	0.044571	0.116286
70785	Dennd1c	0.590286	0.176857
70788	Klhl30	1.152000	0.044286
70789	Kynu	0.020571	0.057429
70790	Edd1	99.912286	31.754000
70791	Hars2	9.303143	16.849429
70796	Zdhhc1	0.942571	1.194571
70797	Ankib1	1.035714	1.823714
70807	Arrdc2	22.726571	8.150571
70809	Clec2g	0.007714	0.006857
70810	Krt25	0.067143	0
70821	4921507P07Rik	0.023429	0.139714
70823	Hmgb2l1	58.798857	24.662286
70827	Trak2	2.990571	2.184571
70829	Ccdc93	0.720857	0.860000
70831	4733401H21Rik	0.017429	0
70834	Spag9	16.335714	11.500000
70835	Prss22	0.446286	0.200286
70839	P2ry12	0.036286	0.011429
70840	Slc22a16	0	0.003143
70846	4921506M07Rik	0.008857	0.139429
70861	4921521F21Rik	0.031143	0
70862	Spata16	1.255714	0.082286
70881	Nt5c1b	0.023143	0.007714
70882	Armc3	0.018857	0.112286
70885	Ints10	118.746857	136.663143
70887	Dmrtc1a	0.010000	0
70893	Glb1l3	0.006571	0.041429
70894	4921510J17Rik	0.056000	0.004000
70897	4921509E07Rik	0.004571	0.020000
70900	4921517D22Rik	0.067143	0.492000
70902	4921521K07Rik	0.011429	0.002571
70909	4921504E06Rik	0.012286	0
70911	Phyhipl	3.040000	0.949143
70918	Nsun7	0.016286	0.023143
70920	4921511H03Rik	0	0
70925	Cdkn2aip	12.008857	26.895714
70928	Trim69	0.004286	0.045143
70930	Nol8	16.392571	8.264000
70935	Speer4f	0	0
70948	Wdr20b	2.295429	0.271429
70950	4921528I01Rik	0.018000	0.067429
70951	Spata1	1.032000	3.252000
70952	4921537P18Rik	0.507143	0.050571
70956	4921530G04Rik	0.183143	0.034857
70967	4931408A02Rik	0.212000	0.036857
70974	Pgm2l1	0.815714	1.994000
70977	4931407G18Rik	0	0
70979	4931417G12Rik	0.970000	0.206000
70984	4931406C07Rik	15.494571	20.372571
70988	4931428L18Rik	0	0
70989	4931429I11Rik	0.006857	0.016000
70993	4931432M23Rik	0.828000	0.206857
70997	Spef1	0.064857	0.116571
70998	Phf6	17.264857	51.796571
71003	4931440B09Rik	1.189714	1.180571
